solver,benchType,nodes,dims,file,buildTime,queryTime,wrapSize
my_kd,craft_var_node,10000000,3,10000001_3.in,2.19739,0,16
my_kd,craft_var_node,10000000,3,10000002_3.in,2.3212,0,16
my_kd,craft_var_node,10000000,3,10000003_3.in,2.23562,0,16
my_kd,craft_var_node,50000000,3,50000001_3.in,12.6079,0,16
my_kd,craft_var_node,50000000,3,50000002_3.in,12.2059,0,16
my_kd,craft_var_node,50000000,3,50000003_3.in,12.3258,0,16
my_kd,craft_var_node,100000000,3,100000001_3.in,26.2828,0,16
my_kd,craft_var_node,100000000,3,100000002_3.in,26.1243,0,16
my_kd,craft_var_node,100000000,3,100000003_3.in,27.0884,0,16
my_kd,craft_var_node,500000000,3,500000001_3.in,151.783,0,16
my_kd,craft_var_node,500000000,3,500000002_3.in,148.524,0,16
my_kd,craft_var_node,500000000,3,500000003_3.in,147.379,0,16
my_kd,craft_var_node,1000000000,3,1000000001_3.in,352.577,0,16
my_kd,craft_var_node,1000000000,3,1000000002_3.in,354.235,0,16
my_kd,craft_var_node,1000000000,3,1000000003_3.in,358.86,0,16
